TotalScore,TotalLevelsCrossed,TotalEnemiesKilled,TotalTimeRequired
500.0,3,9,2.21
1260.0,4,21,8.04
800.0,3,14,3.53
800.0,5,15,3.2
750.0,4,14,4.7
1190.0,6,21,8.0
1350.0,6,25,8.45
1540.0,5,27,4.19
750.0,4,14,2.29
1200.0,6,23,4.77
900.0,4,17,2.43
500.0,4,9,2.48
950.0,5,18,4.01
1160.0,4,21,7.98
1710.0,7,28,6.83
830.0,4,14,2.93
700.0,3,12,8.35
800.0,4,14,5.12
750.0,4,14,3.22
1600.0,9,29,4.95
550.0,3,10,2.11
1320.0,6,24,5.22
1200.0,5,23,8.27
1460.0,6,25,6.61
550.0,2,10,7.52
600.0,4,11,2.64
750.0,3,14,7.72
500.0,2,9,7.67
500.0,4,9,1.98
450.0,4,8,1.8
1260.0,5,23,7.91
1150.0,5,21,8.03
1540.0,6,26,7.26
1150.0,4,21,8.09
600.0,3,11,1.96
450.0,2,8,8.26
1090.0,5,18,4.47
950.0,4,18,3.45
990.0,5,17,3.56
650.0,3,12,3.23
650.0,3,12,2.09
450.0,2,8,7.98
500.0,3,9,1.55
1450.0,9,27,8.22
960.0,6,17,8.06
1760.0,6,29,8.12
900.0,4,17,4.5
860.0,4,14,3.14
1460.0,5,25,7.03
650.0,4,12,8.33
250.0,1,4,8.53
1090.0,4,19,7.7
970.0,4,17,2.28
700.0,3,13,2.62
1660.0,6,29,8.11
700.0,4,13,2.16
550.0,4,10,1.83
650.0,2,12,8.18
1300.0,7,23,3.42
600.0,3,9,2.25
1250.0,6,24,8.16
900.0,4,17,3.94
1470.0,7,26,7.51
840.0,5,15,3.84
550.0,4,10,1.97
900.0,4,15,3.0
250.0,1,4,8.54
1420.0,6,26,5.35
1990.0,7,32,7.61
850.0,4,15,3.83
650.0,3,12,1.89
600.0,2,10,7.61
1910.0,8,34,8.02
1380.0,6,22,5.03
950.0,5,16,2.51
850.0,4,15,1.93
700.0,3,13,7.55
750.0,4,14,3.04
1050.0,4,16,3.01
900.0,4,17,8.23
450.0,4,8,1.91
1340.0,6,23,8.18
900.0,5,17,7.63
700.0,3,11,2.07
1400.0,5,22,5.31
700.0,4,13,8.25
850.0,4,15,4.34
1430.0,8,27,5.66
1750.0,7,30,5.74
650.0,2,12,7.99
600.0,3,9,2.19
850.0,5,16,2.6
1600.0,7,27,5.86
650.0,3,11,2.08
650.0,4,11,2.21
700.0,4,11,2.39
600.0,3,11,8.05
1760.0,7,32,7.96
1060.0,3,16,8.1
1340.0,5,25,7.79
750.0,5,14,2.75
910.0,3,13,3.06
1350.0,6,26,8.17
250.0,1,4,8.52
550.0,4,10,2.88
950.0,5,18,3.38
1290.0,6,24,8.39
1550.0,8,29,6.19
550.0,3,10,8.11
850.0,4,15,3.34
650.0,3,12,2.23
1250.0,5,21,8.1
700.0,4,13,2.85
1230.0,6,20,4.92
1150.0,5,19,8.5
1260.0,6,23,7.81
990.0,5,17,4.93
900.0,4,16,2.83
690.0,4,11,5.67
1750.0,7,32,5.98
1310.0,7,23,3.72
1400.0,6,27,5.04
1100.0,5,18,5.36
950.0,4,18,3.59
600.0,2,11,7.91
1510.0,8,28,4.21
900.0,3,16,8.03
890.0,5,16,2.71
600.0,3,11,2.12
750.0,4,14,4.09
300.0,2,5,8.59
1320.0,5,24,5.89
400.0,3,7,1.55
1510.0,6,26,7.89
960.0,5,15,8.06
1100.0,4,21,7.98
500.0,4,9,1.64
910.0,3,13,7.59
950.0,4,16,3.06
600.0,3,11,2.19
990.0,5,17,8.2
500.0,3,9,1.93
600.0,4,11,2.15
250.0,1,4,8.39
700.0,5,12,3.44
550.0,3,10,4.6
1210.0,5,21,8.35
1410.0,6,25,7.96
1760.0,7,29,7.96
1010.0,4,17,8.1
800.0,4,15,3.17
700.0,3,13,7.51
800.0,4,15,8.36
600.0,3,11,2.36
1580.0,6,27,7.81
600.0,4,10,1.7
1360.0,5,25,7.2
1650.0,6,28,6.51
1050.0,4,19,7.57
700.0,4,11,1.95
750.0,3,12,2.27
1360.0,7,20,4.51
860.0,4,15,4.18
450.0,4,8,1.59
700.0,3,13,2.14
1470.0,6,26,5.75
700.0,4,12,2.12
1400.0,6,25,3.28
250.0,1,4,8.33
900.0,6,17,3.42
650.0,4,12,1.98
600.0,4,11,2.27
1470.0,6,22,4.97
650.0,3,12,7.96
1400.0,6,24,8.0
910.0,4,16,2.78
800.0,3,14,2.05
1310.0,5,24,4.89
650.0,2,12,8.03
900.0,4,17,3.02
500.0,3,9,2.4
600.0,4,11,7.96
950.0,5,17,7.57
1140.0,6,18,4.63
1470.0,7,27,5.09
1430.0,7,26,4.04
550.0,3,10,1.95
2290.0,9,40,6.12
1330.0,5,23,8.33
500.0,3,9,2.17
850.0,4,14,2.26
900.0,4,15,7.89
1920.0,8,33,6.85
1260.0,6,22,7.6
850.0,3,16,8.05
800.0,4,14,7.85
1010.0,4,17,7.76
850.0,4,16,2.81
900.0,4,15,6.16
1920.0,7,31,8.07
1150.0,5,22,4.63
1770.0,7,32,7.46
860.0,3,15,7.61
600.0,2,11,7.86
840.0,5,13,3.17
860.0,5,15,2.63
890.0,5,16,5.48
1810.0,7,30,6.54
650.0,4,11,2.05
980.0,4,17,6.02
730.0,5,13,2.35
850.0,4,16,5.84
900.0,5,16,4.28
1250.0,6,24,3.63
850.0,6,16,2.97
900.0,5,15,6.1
1270.0,6,21,5.08
1360.0,5,22,5.27
1330.0,7,22,8.09
640.0,3,11,7.7
850.0,4,14,3.06
1400.0,6,26,7.97
550.0,3,10,2.03
700.0,4,13,2.26
650.0,4,11,8.46
250.0,1,4,8.45
660.0,3,11,1.91
810.0,4,14,3.83
750.0,5,14,2.45
700.0,3,13,7.99
1420.0,5,25,8.27
1100.0,6,21,3.93
900.0,4,16,2.61
900.0,4,16,2.72
500.0,3,9,1.76
500.0,2,9,8.01
740.0,5,13,6.26
1050.0,4,20,8.11
700.0,4,13,2.97
700.0,2,12,7.85
690.0,3,11,2.31
1630.0,6,27,7.73
1610.0,7,27,7.95
900.0,4,17,7.83
790.0,4,13,2.8
1150.0,5,21,7.94
790.0,5,13,4.67
650.0,3,12,7.84
1460.0,6,26,5.54
650.0,4,12,2.69
1250.0,6,24,4.78
1070.0,4,19,8.0
1270.0,4,21,8.2
650.0,3,12,2.73
750.0,4,13,3.0
600.0,4,11,3.13
250.0,1,4,8.47
850.0,5,15,2.51
1530.0,7,26,5.2
2430.0,10,39,7.96
800.0,4,13,2.46
600.0,3,11,2.37
450.0,3,8,2.34
1250.0,6,22,8.15
950.0,4,17,7.7
910.0,4,16,2.46
250.0,1,4,8.29
1540.0,6,27,6.8
700.0,3,13,8.11
950.0,4,17,8.14
500.0,3,9,1.93
800.0,4,14,2.26
1700.0,7,29,7.2
400.0,3,6,1.51
1420.0,7,22,5.42
1460.0,5,22,7.85
600.0,3,11,2.01
990.0,5,17,6.63
800.0,4,15,3.01
600.0,3,11,2.44
650.0,4,12,5.04
550.0,3,10,7.55
500.0,2,9,8.07
1300.0,7,25,4.2
1300.0,6,24,8.13
550.0,3,10,2.17
1250.0,5,24,3.89
700.0,4,13,8.03
700.0,4,11,2.25
1000.0,4,18,3.4
600.0,3,11,1.9
550.0,4,10,3.55
2290.0,8,39,6.44
750.0,4,13,2.58
500.0,3,9,2.69
1060.0,4,17,3.7
1040.0,4,18,8.1
1760.0,7,30,6.61
800.0,3,14,7.97
1510.0,8,28,6.16
800.0,4,13,1.99
600.0,4,11,5.77
1300.0,6,19,3.33
350.0,3,6,1.92
700.0,2,11,8.05
900.0,4,17,2.76
1300.0,6,23,8.12
850.0,4,16,4.24
550.0,3,10,1.78
600.0,3,10,2.73
860.0,3,13,2.89
900.0,3,13,7.8
1400.0,8,27,5.58
950.0,5,18,2.84
1970.0,8,34,7.44
950.0,5,16,2.44
700.0,3,13,7.9
650.0,3,11,1.85
650.0,5,12,4.59
850.0,4,16,2.98
940.0,4,17,3.85
1250.0,5,23,4.79
600.0,3,11,2.1
1500.0,8,28,6.79
850.0,5,16,3.29
1660.0,6,31,8.16
1830.0,6,33,8.19
850.0,4,16,8.39
1460.0,7,26,6.11
250.0,1,4,8.54
1400.0,6,27,8.25
1650.0,7,31,5.98
550.0,3,10,1.85
750.0,3,14,8.3
600.0,4,11,1.9
550.0,4,10,2.04
950.0,5,17,2.76
960.0,4,17,4.94
700.0,4,13,4.88
850.0,4,15,3.1
710.0,3,9,2.48
1360.0,7,23,6.18
1930.0,7,32,7.58
810.0,3,14,8.12
250.0,1,4,8.55
950.0,4,17,7.61
1430.0,5,25,8.02
1250.0,7,24,4.03
500.0,2,9,8.17
1300.0,6,25,8.13
250.0,1,4,8.39
1290.0,5,23,8.05
750.0,4,14,2.19
650.0,2,11,8.54
500.0,3,9,1.69
750.0,4,14,2.65
700.0,4,13,1.99
700.0,5,13,3.04
910.0,4,16,5.39
700.0,3,13,8.17
1770.0,8,26,6.39
1000.0,4,18,7.93
950.0,5,17,2.77
750.0,4,12,2.77
900.0,4,17,5.68
1550.0,6,27,4.35
600.0,3,10,1.59
1350.0,6,25,5.43
250.0,1,4,8.47
1040.0,5,18,7.71
700.0,3,12,2.92
1410.0,6,24,8.17
600.0,3,10,7.97
1670.0,7,29,4.6
950.0,5,18,4.43
850.0,4,16,7.95
800.0,3,14,2.16
1030.0,6,19,8.07
450.0,4,8,1.56
1400.0,7,26,7.53
1520.0,6,25,7.7
600.0,5,9,2.17
600.0,2,11,8.06
600.0,4,11,2.22
750.0,4,14,4.45
600.0,4,11,2.39
1390.0,7,26,8.03
850.0,4,16,8.11
750.0,3,14,8.27
450.0,2,8,8.12
650.0,3,12,8.61
1350.0,5,25,4.43
900.0,4,16,7.9
940.0,4,16,3.03
1000.0,5,18,2.99
800.0,4,14,8.39
850.0,4,16,8.0
790.0,5,14,6.56
250.0,1,4,8.56
1100.0,5,20,8.42
750.0,3,14,8.47
950.0,4,17,3.35
1230.0,8,22,5.85
1700.0,7,30,8.11
800.0,5,14,3.55
700.0,3,13,2.2
450.0,3,8,1.79
650.0,4,12,7.78
700.0,4,13,1.79
1210.0,4,22,7.91
500.0,3,9,2.88
1100.0,5,21,7.69
400.0,2,7,7.98
700.0,4,13,3.9
1050.0,4,20,8.38
950.0,4,18,3.73
650.0,3,12,3.68
950.0,5,17,3.39
1150.0,5,21,7.76
1150.0,5,18,3.53
1690.0,7,27,6.47
1360.0,6,25,4.02
800.0,3,14,2.6
1310.0,6,22,6.37
760.0,4,11,5.29
900.0,3,17,8.31
750.0,4,12,2.42
800.0,4,15,8.08
1520.0,5,26,5.81
1620.0,7,26,7.29
550.0,3,10,2.11
550.0,4,9,1.89
950.0,4,17,7.95
750.0,3,13,8.22
600.0,4,10,2.62
1000.0,4,19,8.18
700.0,4,13,4.56
650.0,3,12,3.25
890.0,4,15,3.85
550.0,2,10,8.42
1250.0,5,24,8.1
700.0,4,12,2.57
1790.0,7,33,7.8
750.0,3,13,7.92
700.0,3,13,7.84
550.0,3,10,2.47
450.0,4,8,1.6
600.0,3,11,1.62
650.0,4,10,2.38
800.0,5,15,8.17
760.0,3,13,2.32
1520.0,7,26,6.43
1120.0,6,20,7.0
1420.0,7,25,6.4
1510.0,5,25,7.35
930.0,5,15,7.44
1450.0,6,26,5.32
1830.0,8,30,6.9
1520.0,7,28,6.68
850.0,4,14,1.87
1700.0,7,31,5.31
1060.0,4,16,4.15
640.0,3,11,8.11
250.0,1,4,8.44
1060.0,4,18,8.17
790.0,4,13,4.59
750.0,4,14,8.07
900.0,4,17,3.87
700.0,4,11,1.87
900.0,4,15,2.22
650.0,3,12,2.46
1650.0,7,29,7.76
810.0,4,14,2.81
500.0,3,9,1.82
1460.0,7,26,4.17
550.0,3,9,1.93
450.0,2,8,7.6
600.0,2,11,8.01
970.0,4,17,2.18
1380.0,6,24,5.18
1450.0,7,28,6.28
550.0,3,6,2.07
800.0,4,15,3.22
1000.0,4,18,8.18
1350.0,6,24,5.19
950.0,4,18,4.32
980.0,5,17,6.6
450.0,2,7,7.97
250.0,1,4,8.41
760.0,3,13,2.1
800.0,4,15,2.67
1720.0,7,31,7.99
250.0,1,4,8.46
1560.0,8,27,6.81
850.0,5,16,5.46
1440.0,8,23,5.7
900.0,4,16,2.17
800.0,3,15,7.88
1440.0,6,26,4.01
700.0,4,13,2.84
1100.0,4,20,8.11
1560.0,6,26,7.99
850.0,4,16,3.16
1910.0,7,35,7.97
1010.0,4,15,4.24
1250.0,6,22,3.42
700.0,4,12,2.44
850.0,4,14,2.99
920.0,3,16,8.18
500.0,4,9,2.09
1400.0,7,26,3.51
850.0,4,15,2.52
500.0,2,8,7.59
1580.0,6,25,6.58
1450.0,6,27,7.99
960.0,3,17,3.05
1130.0,5,17,7.86
600.0,3,11,2.23
1150.0,5,22,7.78
700.0,4,13,7.31
850.0,5,15,8.02
1460.0,6,27,8.01
1120.0,6,19,8.36
450.0,2,8,8.09
750.0,4,14,3.23
650.0,4,11,3.35
550.0,4,10,2.78
900.0,5,17,3.54
950.0,4,18,8.16
980.0,5,18,3.6
1920.0,7,32,7.49
1710.0,6,30,7.88
1000.0,4,18,2.77
600.0,2,11,8.09
800.0,4,14,2.83
1520.0,5,23,8.06
1480.0,5,25,8.13
250.0,1,4,8.37
850.0,4,15,8.0
600.0,3,11,2.66
650.0,4,12,2.26
790.0,4,13,6.21
600.0,2,9,8.04
700.0,3,13,2.35
950.0,4,16,3.55
970.0,4,16,3.3
910.0,4,16,4.72
900.0,4,17,7.73
750.0,3,14,7.99
450.0,2,8,7.7
770.0,3,10,7.6
1060.0,5,19,8.06
800.0,5,13,2.75
1350.0,7,24,6.39
850.0,3,15,8.3
750.0,4,14,8.12
1000.0,4,17,4.39
950.0,4,17,3.01
600.0,4,10,1.87
500.0,4,9,1.93
600.0,3,11,8.07
800.0,4,15,3.16
750.0,3,12,2.34
850.0,4,16,8.19
850.0,4,16,2.59
650.0,4,11,2.08
1260.0,6,22,7.99
750.0,3,14,2.47
750.0,4,13,2.26
600.0,3,11,8.17
850.0,3,15,2.26
1650.0,6,31,8.11
800.0,4,11,3.55
550.0,2,10,8.19
860.0,4,15,2.15
500.0,4,9,1.94
1180.0,6,19,7.9
800.0,4,15,2.62
350.0,3,6,1.8
1240.0,6,19,8.09
600.0,2,11,8.07
1450.0,6,27,5.02
850.0,5,15,3.94
700.0,2,12,7.98
550.0,3,10,2.25
1450.0,7,24,4.86
550.0,4,10,6.97
550.0,3,10,1.97
800.0,4,15,6.09
850.0,4,16,8.23
1500.0,6,29,7.99
850.0,4,16,3.61
2330.0,10,39,7.87
1710.0,7,32,6.4
1500.0,6,26,4.0
820.0,4,14,7.97
1820.0,6,31,6.52
1090.0,6,18,7.64
2020.0,7,34,5.58
600.0,4,11,1.59
850.0,4,15,2.2
1850.0,7,34,7.36
600.0,4,11,2.6
700.0,3,13,8.36
600.0,3,8,8.01
500.0,3,9,2.32
900.0,4,17,3.77
710.0,3,12,4.04
1820.0,9,29,7.17
600.0,3,11,2.01
600.0,4,11,2.08
1000.0,4,16,5.47
600.0,3,11,4.37
400.0,3,7,1.55
800.0,3,14,1.9
500.0,2,9,7.62
700.0,4,13,2.86
1750.0,6,29,5.59
1150.0,6,22,8.01
900.0,3,12,2.0
1820.0,8,31,5.46
700.0,3,13,2.38
1420.0,5,25,8.38
600.0,3,11,7.98
1060.0,5,18,8.06
600.0,3,9,7.98
1110.0,4,19,7.87
650.0,2,12,8.18
700.0,3,13,8.24
1550.0,6,27,4.02
1070.0,6,15,5.82
1100.0,5,20,8.29
1020.0,4,17,7.72
940.0,4,17,4.27
600.0,2,11,8.04
1850.0,8,32,6.91
950.0,5,18,4.34
1070.0,3,19,8.17
1000.0,5,17,7.52
500.0,4,9,2.08
1070.0,5,17,6.36
900.0,4,16,8.21
1310.0,5,24,7.93
1050.0,4,17,7.86
600.0,3,11,2.76
500.0,2,9,7.71
850.0,4,16,3.55
1260.0,6,21,7.78
500.0,2,9,7.56
500.0,2,8,7.62
250.0,1,4,8.49
690.0,5,11,3.68
300.0,2,5,8.69
1770.0,7,31,6.5
1450.0,7,25,6.09
900.0,5,17,3.84
1440.0,6,26,8.14
1500.0,7,26,8.03
700.0,3,13,2.09
1150.0,5,22,8.06
900.0,4,16,5.4
1560.0,7,25,8.03
1260.0,6,23,8.18
1150.0,5,21,5.95
600.0,3,11,2.06
900.0,4,15,2.84
800.0,4,15,4.56
600.0,3,11,2.36
950.0,5,18,2.98
650.0,2,12,7.99
550.0,2,10,7.98
250.0,1,4,8.61
250.0,1,4,8.6
600.0,3,11,2.62
850.0,4,15,1.96
1570.0,6,26,4.36
1620.0,7,30,7.23
800.0,4,15,3.95
1300.0,7,25,4.87
600.0,3,11,7.99
1270.0,4,23,8.22
650.0,2,12,8.04
910.0,4,16,3.39
700.0,3,13,8.16
1410.0,5,25,8.35
650.0,4,12,8.14
940.0,5,17,8.05
1130.0,5,21,7.89
1400.0,7,24,7.73
550.0,3,10,2.38
650.0,3,12,8.31
800.0,4,15,2.27
850.0,4,15,2.9
810.0,3,14,2.02
720.0,3,10,2.26
650.0,2,10,7.49
850.0,4,14,3.01
1100.0,5,16,4.05
1010.0,5,17,7.56
450.0,2,8,7.91
2040.0,7,34,5.73
550.0,2,10,7.96
1500.0,7,28,7.79
850.0,4,14,2.51
700.0,3,13,7.88
600.0,3,11,2.01
700.0,4,13,8.19
810.0,4,14,4.67
1320.0,5,22,8.01
500.0,2,9,7.96
650.0,3,11,2.23
1090.0,5,20,8.09
450.0,2,8,7.54
650.0,4,10,2.74
450.0,3,8,1.65
850.0,4,15,3.42
750.0,4,14,3.07
920.0,4,16,5.98
1700.0,8,30,5.0
2170.0,9,37,7.69
800.0,4,14,3.21
700.0,3,13,7.79
1360.0,6,25,6.82
800.0,3,15,8.46
1240.0,7,23,6.94
920.0,3,15,8.11
1450.0,6,27,5.0
450.0,3,8,2.26
750.0,4,14,2.59
700.0,4,13,2.0
1500.0,6,26,7.86
950.0,4,18,7.9
550.0,2,9,7.75
750.0,4,14,6.34
910.0,4,16,8.09
960.0,3,16,3.12
550.0,4,10,2.51
1800.0,9,30,5.65
450.0,2,8,7.55
650.0,4,11,2.07
700.0,3,13,8.07
1870.0,8,32,7.72
1990.0,8,32,5.96
690.0,4,12,2.56
1000.0,4,17,3.83
400.0,2,7,8.08
1600.0,7,29,4.87
700.0,4,13,3.03
750.0,4,14,7.55
600.0,3,11,2.17
1290.0,6,24,7.85
810.0,4,14,3.23
1260.0,7,23,4.78
1000.0,4,17,2.18
850.0,4,16,3.09
650.0,3,10,1.99
250.0,1,4,8.31
1440.0,6,23,7.75
500.0,2,8,7.96
650.0,4,12,2.6
1250.0,6,24,5.29
700.0,2,11,7.73
800.0,4,15,2.03
1150.0,6,21,4.21
740.0,5,13,3.16
750.0,4,14,5.75
550.0,3,9,2.54
450.0,2,8,8.08
700.0,4,11,5.9
500.0,3,9,7.59
500.0,3,9,8.15
1510.0,6,25,8.03
1400.0,6,27,8.01
850.0,5,16,7.97
800.0,5,15,2.11
1310.0,5,23,8.0
1150.0,4,22,8.07
1310.0,4,22,8.09
800.0,4,15,2.43
700.0,4,13,8.27
750.0,4,14,6.94
1220.0,5,22,8.14
650.0,4,12,5.37
650.0,3,12,2.38
650.0,4,12,6.97
800.0,4,15,2.9
700.0,4,13,4.5
600.0,4,11,6.48
850.0,4,15,4.62
550.0,3,9,1.83
500.0,2,8,8.06
1450.0,7,26,5.04
700.0,3,13,2.45
650.0,3,11,2.29
800.0,4,15,2.67
750.0,6,14,2.9
900.0,4,15,4.16
650.0,3,12,2.12
950.0,4,18,8.48
600.0,3,9,2.16
1310.0,6,24,6.7
1350.0,6,25,3.51
1360.0,6,25,7.93
1300.0,7,25,5.25
1310.0,7,21,4.02
600.0,4,11,3.51
450.0,2,8,7.51
1910.0,7,32,7.71
1000.0,5,19,7.64
700.0,3,13,8.34
1040.0,4,17,8.03
1400.0,5,25,7.99
1200.0,6,21,5.61
1360.0,6,24,3.96
700.0,3,13,2.18
1790.0,6,29,5.61
1080.0,5,20,8.37
600.0,4,11,2.21
950.0,5,18,2.74
1830.0,8,32,7.18
910.0,3,16,8.14
1690.0,9,29,7.98
500.0,4,9,1.92
700.0,5,12,1.99
600.0,3,9,2.0
850.0,3,16,8.01
700.0,4,13,3.77
750.0,4,14,2.28
1340.0,6,24,8.4
1200.0,5,21,8.22
650.0,3,12,8.28
550.0,3,10,2.31
1320.0,5,23,8.06
1150.0,6,22,6.28
850.0,3,15,8.08
1160.0,6,21,4.26
940.0,5,17,4.84
1290.0,7,24,7.03
1700.0,8,31,8.12
910.0,5,15,8.04
750.0,5,14,2.33
550.0,3,10,2.27
860.0,4,15,2.49
950.0,4,16,5.04
550.0,3,10,1.68
1400.0,5,23,7.59
400.0,2,7,7.38
2120.0,7,33,5.79
1000.0,5,19,4.05
700.0,4,13,8.01
960.0,4,17,5.69
600.0,4,11,1.57
650.0,3,12,2.27
650.0,4,12,2.28
730.0,5,13,7.22
1960.0,7,35,7.83
1190.0,7,22,8.36
450.0,2,8,7.94
1490.0,6,27,7.94
650.0,4,11,3.19
700.0,4,13,2.6
750.0,3,13,2.41
600.0,2,9,8.03
1400.0,7,23,5.1
1200.0,5,23,4.65
500.0,3,9,1.8
550.0,2,10,8.02
1950.0,7,33,7.85
700.0,4,12,2.72
1780.0,6,28,5.11
650.0,4,11,1.79
910.0,4,15,5.75
500.0,4,9,2.04
850.0,3,15,7.89
700.0,3,12,8.33
800.0,3,15,4.0
250.0,1,4,8.5
650.0,2,11,7.57
900.0,4,17,3.1
1100.0,4,21,7.66
1060.0,4,19,8.14
550.0,3,10,8.5
1250.0,5,20,8.01
1300.0,8,25,5.18
700.0,4,11,4.85
1720.0,7,31,5.86
1050.0,5,17,8.26
1340.0,8,24,6.66
1110.0,6,20,3.5
650.0,3,10,1.84
960.0,4,17,2.47
1200.0,5,22,7.98
800.0,3,15,8.22
800.0,4,13,2.86
600.0,4,11,2.15
970.0,4,16,8.33
1460.0,6,27,4.9
600.0,2,11,8.02
1410.0,6,25,8.13
750.0,3,14,2.1
650.0,3,10,2.03
700.0,2,10,7.65
650.0,3,12,2.19
650.0,3,12,1.79
750.0,3,13,8.37
600.0,3,11,4.0
1550.0,6,30,6.03
550.0,3,9,1.8
640.0,3,11,2.12
900.0,4,17,5.27
1310.0,6,23,5.12
650.0,2,12,7.71
1010.0,4,18,8.0
650.0,4,11,2.17
750.0,3,13,7.89
1420.0,7,25,8.11
1390.0,7,24,6.48
950.0,4,16,3.87
600.0,2,11,8.12
1780.0,7,30,7.78
700.0,4,12,5.51
400.0,3,7,1.65
1730.0,7,29,6.93
1370.0,6,23,8.14
900.0,4,16,4.03
600.0,4,10,6.4
1770.0,7,30,8.02
700.0,3,12,2.26
1300.0,6,23,7.72
250.0,1,4,8.44
1310.0,6,22,5.6
1250.0,6,24,8.03
800.0,3,15,8.01
1150.0,6,22,2.94
810.0,3,13,4.96
800.0,4,15,6.13
1720.0,7,29,8.14
1300.0,6,24,7.9
1360.0,6,24,4.64
760.0,3,13,2.48
1250.0,6,24,8.25
1500.0,6,28,4.52
250.0,1,4,8.52
1560.0,6,27,3.08
1580.0,8,28,7.18
600.0,3,11,2.19
500.0,2,9,8.13
950.0,5,16,3.98
1410.0,7,24,7.6
750.0,5,14,3.17
650.0,4,11,2.11
1370.0,5,24,8.19
920.0,3,15,4.13
1560.0,7,29,8.14
650.0,2,11,8.11
500.0,2,8,8.0
800.0,4,14,2.54
400.0,3,7,1.73
600.0,3,11,2.11
700.0,4,12,2.44
1060.0,3,18,8.25
550.0,3,10,7.99
550.0,3,9,1.59
1370.0,6,23,4.13
1150.0,6,21,5.57
850.0,4,14,4.03
650.0,3,12,2.09
900.0,4,17,3.03
1790.0,6,29,8.0
1450.0,5,26,8.08
1300.0,6,24,3.52
650.0,4,12,4.23
400.0,3,7,1.31
500.0,2,9,7.71
1350.0,6,22,5.52
910.0,4,16,2.93
750.0,4,14,3.63
1350.0,5,26,7.88
960.0,4,17,8.14
800.0,4,15,2.78
790.0,5,14,5.95
1050.0,4,18,7.97
1630.0,8,30,8.03
560.0,3,9,2.4
500.0,3,9,2.18
850.0,4,14,3.23
850.0,4,16,8.01
550.0,3,10,2.26
600.0,4,11,2.24
980.0,5,17,5.94
700.0,4,13,2.73
1450.0,8,27,4.94
1660.0,8,31,7.21
1350.0,7,23,8.05
850.0,4,16,8.05
1350.0,6,25,4.22
1860.0,9,34,7.43
750.0,4,14,2.28
1000.0,4,16,3.57
700.0,3,11,8.03
